material_id	formula_pretty	energy_above_hull	formation_energy_per_atom	is_stable	density	volume	nsites	band_gap	is_metal	theoretical	working_ion	framework_formula	n_possible_working_ions	pred_average_voltage	pred_max_delta_volume	volume_prediction_valid	pareto
mp-1183273	Ba2NaIn	0.018505107	-0.206038515	False	4.045479367	169.3022804	4	0	True	True	Na	Ba2In	1	0.20627357	1.949085236	True	False
mp-1228472	Ba2NaLaTi4O12	0.024483822	-3.447405204	False	5.422095929	251.1314305	20	1.7685	False	True	Na	Ba2LaTi4O12	1	1.776617	0.085988753	True	False
mp-1228567	Ba2NaMn3F11	0.007769724	-3.379793031	False	4.254066344	524.1821947	34	3.6924	False	True	Na	Ba2Mn3F11	1	4.0400558	0.085988753	True	False
mp-15983	Ba2NaNb5O15	0.015463575	-3.119923172	False	5.022752551	662.6394158	46	2.4651	False	False	Na	Ba2Nb5O15	1	2.260116	0.085988753	True	False
mp-22442	Ba2NaOsO6	0	-2.386168429	True	6.549211148	148.0390852	10	0	True	False	Na	Ba2OsO6	1	1.2741133	0.085988753	True	False
mp-6798	Ba2NaReO6	0	-2.688152365	True	6.448879852	149.3063758	10	1.8705	False	False	Na	Ba2ReO6	1	1.1684556	0.085988753	True	False
mp-1228553	Ba2NaSr2(SbO4)3	0.03243338	-2.538400447	False	5.949166815	575.0772448	40	1.8583	False	True	Na	Ba2Sr2(SbO4)3	1	1.6195909	0.085988753	True	False
mp-1228577	Ba2NaSr2(SbO4)3	0.041100249	-2.529733579	False	5.927341755	577.1947362	40	1.6808	False	True	Na	Ba2Sr2(SbO4)3	1	1.6195909	0.085988753	True	False
mp-1214646	Ba2NaUO6	0	-3.076706051	True	6.33732579	331.0264359	20	0	True	True	Na	Ba2UO6	1	2.26271	0.085988753	True	False
mp-1207069	Ba2PuZnO6	0	-2.863711809	True	7.490406579	150.7615362	10	0.6585	False	True	Zn	Ba2PuO6	1	1.1529704	0.085988753	True	False
mp-1228440	Ba2Sr2CaTi5O15	0.022558248	-3.506235291	False	5.135902171	313.3932744	25	1.7732	False	True	Ca	Ba2Sr2Ti5O15	1	0.28943494	0.085988753	True	False
mp-1198727	Ba2SrMg4F14	0.002778744	-3.971862815	False	3.986374325	1208.79166	84	6.6106	False	False	Mg	Ba2SrF14	1	3.9272263	0.085988753	True	False
mp-984724	Ba2TlZn	0	-0.291991891	True	6.135823191	147.3436121	4	0	True	True	Zn	Ba2Tl	1	0.2128893	1.920222402	True	False
mp-1228595	Ba2Tm2Zn8O13	0.039719106	-2.394862741	False	6.024259727	370.404047	25	1.635292648	False	True	Zn	Ba2Tm2O13	1	0.8450494	0.085988753	True	False
mp-1078725	Ba2UZnO6	0	-3.176747229	True	7.290553886	153.5342845	10	1.7863	False	False	Zn	Ba2UO6	1	1.1034986	0.085988753	True	False
